Producto,Tipo,Volumen,Peso,Retornable,familia_inferida,categoria_logistica,zona_recomendada,prioridad_acceso,requiere_lateral,fragil,pesado,apilable,retorno_dinamico,orden_carga_recomendado,regla_aplicada
0LM0484,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0495,UN,ZCG,,No,Higiene/menaje,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0LM0504,UN,ZCG,,No,Higiene/menaje,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0LM0506,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0540,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM1164,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM2488,PAK,ZCG,,No,Higiene/menaje,Pack ligero,Zona media / superior,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo PAK => pack ligero y flexible
0LT0013,CAJ,ZCG,,No,Lácteo,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LT0014,CAJ,ZCG,,No,Lácteo,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LT0015,CAJ,ZCG,,No,Lácteo,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LT0042,CAJ,ZCG,,No,Lácteo,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LT0061,CAJ,ZCG,,No,Lácteo,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LT0073,UN,ZCG,,No,Lácteo,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LT0074,UN,ZCG,,No,Lácteo,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LT0078,UN,ZCG,,No,Lácteo,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0RF0086,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0VE0032,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0048,CAJ,ZCG,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0075,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0081,CAJ,ZCG,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0091,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0099,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE0120,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0123,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0126,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0411,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE0412,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0420,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0425,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE0426,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE0428,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0429,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0430,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0434,BOT,ZCG,,No,Vino,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0VE0437,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE0438,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2737,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0ZU0009,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0010,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0013,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0016,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0017,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0018,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0022,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0023,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0025,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0026,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0027,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0028,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0029,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0033,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0047,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0048,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0049,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0050,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0056,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0065,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0086,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0003,CAJ,AC08A3,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0004,CAJ,EB10A1,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0005,CAJ,AC08A2,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0006,CAJ,EA01A2,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0007,CAJ,EB09A1,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0009,CAJ,DB07A1,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0010,CAJ,AC07A2,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0011,CAJ,AC07A1,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0019,CAJ,AC08A1,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0021,CAJ,AC07A3,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0022,CAJ,BB04A3,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0026,CAJ,ZCG,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0027,CAJ,CB05A3,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0039,CAJ,EB08A1,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0047,CAJ,BC01A1,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0084,CAJ,A0DISTRIDA,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0085,CAJ,A0DISTRIDA,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0087,CAJ,ZCG,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0090,CAJ,CB05A2,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0091,CAJ,ZCG,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0092,CAJ,A0DISTRIDA,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0107,UN,EA04A1,,No,Agua/envase,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0AG0111,,ZCG,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AG0117,,ZCG,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AG0119,CAJ,EA05A3,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0125,,ZCG,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AG0181,CAJ,DA05A2,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0182,CAJ,DB06A2,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0183,CAJ,BA01A1,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0231,,ZCG,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AG0243,CAJ,BA06A3,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0336,CAJ,EA01A3,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0391,CAJ,BA06A2,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0429,,ZCG,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AG0435,CAJ,BC05A2,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AG0454,CAJ,AA,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0AM0166,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0254,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0292,CAJ,FB05A2,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0421,UN,FC04B3,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0484,UN,AA0000,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0623,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0714,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0789,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0799,UN,FC04A3,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0955,UN,FC03B1,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0959,UN,FC04B3,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0977,UN,FC04A2,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0987,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM1010,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
